Image Number,Category,Annotator,Expertise Level,Host,Version,NGT,NO,GT Label,Pred Label,Pred Area
N15,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,11.0,8.0,470.8204730000001
N15,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,14.0,6.0,160.925067
N15,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,16.0,5.0,365.08296500000006
N15,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,1.0,1.0,566.3552390000001
N15,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,3.0,4.0,242.907706
N15,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,7.0,7.0,755.5697270000001
N15,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,8.0,5.0,502.0470470000001
N15,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,10.0,6.0,307.42201400000005
N15,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,11.0,2.0,526.214148
N15,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,14.0,8.0,161.33729900000003
N15,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,16.0,9.0,16.0,3.0,371.52409000000006
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,1.0,8.0,263.107074
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,2.0,6.0,922.472158
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,4.0,3.0,524.2560460000001
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,5.0,7.0,281.039166
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,7.0,1.0,1148.169178
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,8.0,5.0,663.281288
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,10.0,10.0,416.4058490000001
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,11.0,9.0,487.928101
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,13.0,4.0,757.5278290000001
N16,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,10.0,14.0,2.0,632.8276490000001
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,1.0,7.0,203.281905
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,2.0,14.0,981.936624
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,4.0,5.0,471.7995240000001
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,5.0,6.0,268.36303200000003
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,7.0,11.0,1127.506049
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,8.0,9.0,690.746245
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,10.0,8.0,439.800015
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,11.0,3.0,627.932394
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,13.0,4.0,747.9949640000001
N16,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,14.0,14.0,12.0,597.9425160000001
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,1.0,1.0,234.920711
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,2.0,9.0,1032.331986
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,4.0,12.0,553.6275760000001
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,5.0,10.0,258.469464
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,7.0,4.0,1123.692903
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,8.0,6.0,689.3549620000001
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,10.0,2.0,421.867923
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,11.0,3.0,632.879178
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,13.0,11.0,735.7310620000001
N16,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,14.0,12.0,14.0,7.0,584.85415
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,3.0,1.0,1319.090871
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,5.0,13.0,441.34588500000007
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,6.0,9.0,560.532462
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,7.0,11.0,632.415417
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,8.0,6.0,214.56675600000003
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,9.0,2.0,314.06925500000006
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,11.0,15.0,809.2629450000001
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,18.0,7.0,290.159799
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,19.0,8.0,251.770694
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,20.0,12.0,822.8150720000001
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,21.0,5.0,277.22602
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,22.0,4.0,441.50047200000006
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,23.0,17.0,1070.051214
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,24.0,10.0,776.0267400000001
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,27.0,3.0,375.697939
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,28.0,16.0,316.18194400000004
N17,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,17.0,29.0,14.0,411.149891
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,3.0,8.0,1378.7099240000002
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,5.0,21.0,203.951782
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,6.0,10.0,530.5941130000001
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,7.0,3.0,893.8220340000001
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,8.0,15.0,112.79698100000002
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,9.0,22.0,268.517619
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,11.0,24.0,399.60739500000005
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,18.0,23.0,227.55206400000003
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,19.0,1.0,225.439375
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,20.0,14.0,2473.134355
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,21.0,19.0,198.077476
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,22.0,7.0,521.5250090000001
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,23.0,11.0,1077.9866800000002
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,24.0,9.0,595.3145370000001
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,27.0,13.0,2.4733920000000005
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,28.0,16.0,407.800506
N17,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,24.0,29.0,17.0,368.896111
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,3.0,11.0,1131.370724
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,5.0,18.0,419.4460600000001
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,6.0,22.0,544.6615300000001
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,7.0,30.0,787.87841
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,8.0,21.0,277.74131000000006
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,9.0,3.0,265.631995
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,11.0,7.0,608.145258
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,18.0,23.0,284.28549300000003
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,19.0,27.0,312.62644300000005
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,20.0,15.0,1133.277297
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,21.0,25.0,207.14658000000003
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,22.0,16.0,514.1048330000001
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,23.0,29.0,1073.452128
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,24.0,2.0,499.9858870000001
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,27.0,9.0,433.97723800000006
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,28.0,14.0,484.88789
N17,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,29.0,30.0,29.0,20.0,370.699626
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,1.0,5.0,715.1194620000001
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,2.0,8.0,445.365147
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,3.0,10.0,2767.6225900000004
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,4.0,17.0,960.809734
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,7.0,18.0,559.347295
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,10.0,16.0,860.379713
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,13.0,15.0,425.93871400000006
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,14.0,1.0,719.7570720000001
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,15.0,11.0,259.19087
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,16.0,7.0,1101.8446070000002
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,17.0,19.0,474.736677
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,20.0,3.0,1222.216351
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,22.0,2.0,421.558749
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,24.0,13.0,472.211756
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,27.0,14.0,552.4939380000001
N18,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,30.0,12.0,680.337387
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,1.0,14.0,619.8938700000001
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,2.0,19.0,848.373456
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,3.0,4.0,3277.192871
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,4.0,5.0,814.1582000000001
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,7.0,1.0,372.863844
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,10.0,11.0,834.9243870000001
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,13.0,16.0,384.097166
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,14.0,6.0,758.4038220000001
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,15.0,18.0,266.868691
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,16.0,7.0,1083.0880510000002
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,17.0,13.0,333.75333300000005
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,20.0,3.0,1188.77403
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,22.0,17.0,443.30398700000006
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,24.0,12.0,500.91340900000006
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,27.0,10.0,774.1716960000001
N18,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,19.0,30.0,15.0,673.5870880000001
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,1.0,9.0,609.3819540000001
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,2.0,11.0,258.984754
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,3.0,20.0,1737.0425900000002
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,4.0,13.0,869.6549330000001
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,7.0,14.0,392.754038
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,10.0,12.0,772.4712390000001
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,13.0,3.0,360.548413
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,14.0,8.0,737.4315190000001
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,15.0,16.0,258.93322500000005
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,16.0,2.0,1066.031952
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,17.0,7.0,324.06588100000005
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,20.0,5.0,1165.8436250000002
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,22.0,22.0,445.98349500000006
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,24.0,18.0,298.765142
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,27.0,21.0,761.650149
N18,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,33.0,23.0,30.0,15.0,657.458511
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,1.0,30.0,378.73815
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,2.0,12.0,130.00766700000003
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,3.0,15.0,506.1693670000001
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,4.0,25.0,897.841296
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,5.0,18.0,306.442963
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,13.0,1.0,314.84219
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,15.0,27.0,944.423512
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,16.0,14.0,463.6579420000001
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,17.0,24.0,987.913988
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,21.0,33.0,417.797132
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,23.0,26.0,643.9063840000001
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,24.0,23.0,455.207186
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,26.0,16.0,862.9561630000001
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,30.0,3.0,1040.937329
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,35.0,11.0,334.57779700000003
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,36.0,22.0,842.1899760000001
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,37.0,21.0,730.0113430000001
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,39.0,31.0,388.064899
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,42.0,10.0,493.13253
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,45.0,5.0,893.4613310000001
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,46.0,8.0,382.705883
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,47.0,9.0,546.6711610000001
N19,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,33.0,48.0,13.0,322.880714
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,1.0,1.0,346.22335100000004
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,2.0,8.0,499.0068360000001
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,3.0,11.0,189.42060400000005
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,4.0,12.0,603.4045900000001
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,5.0,6.0,211.26890000000003
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,13.0,17.0,354.055759
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,15.0,26.0,1337.5897820000002
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,16.0,21.0,502.56233700000007
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,17.0,16.0,832.1933500000001
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,21.0,13.0,476.5401920000001
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,23.0,10.0,1109.3163120000002
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,24.0,15.0,697.4450150000001
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,26.0,7.0,738.3075120000001
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,30.0,23.0,1071.8032
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,35.0,2.0,323.55059100000005
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,36.0,9.0,953.028855
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,37.0,19.0,575.012111
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,39.0,5.0,396.515655
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,42.0,20.0,622.2126750000001
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,45.0,18.0,4112.581019
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,46.0,24.0,40.038033000000006
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,47.0,14.0,518.124095
N19,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,26.0,48.0,3.0,290.00521200000003
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,1.0,28.0,346.63558300000005
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,2.0,1.0,217.503909
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,3.0,11.0,174.73483900000002
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,4.0,26.0,792.052259
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,5.0,23.0,225.284788
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,13.0,30.0,353.90117200000003
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,15.0,8.0,871.2008030000001
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,16.0,2.0,461.54525300000006
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,17.0,34.0,831.575002
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,21.0,16.0,459.12339
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,23.0,21.0,717.7474410000001
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,24.0,24.0,717.4897960000001
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,26.0,25.0,733.5668440000001
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,30.0,6.0,1059.9000010000002
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,35.0,14.0,472.52093
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,36.0,33.0,1029.704007
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,37.0,18.0,547.031864
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,39.0,20.0,401.307852
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,42.0,12.0,662.9205850000001
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,45.0,15.0,697.70266
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,46.0,27.0,369.050698
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,47.0,4.0,532.6552730000001
N19,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,49.0,34.0,48.0,10.0,274.185809
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,1.0,12.0,716.3046290000001
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,2.0,1.0,105.170689
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,3.0,7.0,789.3727510000001
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,4.0,4.0,1053.1497020000002
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,7.0,8.0,361.4759350000001
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,8.0,5.0,577.4855030000001
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,11.0,3.0,560.7385780000001
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,12.0,2.0,1080.2024270000002
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,13.0,11.0,384.5609270000001
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,15.0,9.0,242.70159000000004
N20,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,18.0,6.0,395.948836
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,1.0,5.0,266.301872
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,2.0,10.0,272.227707
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,3.0,2.0,690.7977740000001
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,4.0,12.0,1040.112865
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,7.0,8.0,344.31677800000006
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,8.0,9.0,548.526205
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,11.0,3.0,601.446488
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,12.0,11.0,1038.6185240000002
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,13.0,6.0,193.23375
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,15.0,1.0,236.724226
N20,SAM,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,12.0,18.0,4.0,409.86166600000007
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,1.0,9.0,208.33174700000004
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,2.0,3.0,279.85399900000004
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,3.0,11.0,710.430323
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,4.0,13.0,1007.598066
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,7.0,6.0,346.63558300000005
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,8.0,2.0,546.928806
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,11.0,12.0,593.6140800000001
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,12.0,5.0,1004.248681
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,13.0,8.0,359.054072
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,15.0,4.0,239.71290800000003
N20,SAM corrected,Annotator2,Expert,thumper epfl server,QuPath v4,19.0,13.0,18.0,10.0,408.264267
N21,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,32.0,25.0,2.0,2.0,467.47108800000007
N21,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,32.0,25.0,6.0,18.0,1852.416021
N21,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,32.0,25.0,8.0,21.0,210.444436
N21,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,32.0,25.0,9.0,10.0,467.98637800000006
N21,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,32.0,25.0,10.0,9.0,247.287671
N21,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,32.0,25.0,11.0,13.0,764.69036
N21,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,32.0,25.0,16.0,11.0,538.787224
N21,Manual,Annotator2,Expert,thumper epfl server,QuPath v4,32.0,25.0,19.0,23.0,619.120935
